Country,Province/State,Study Pop Size (N),Proportion of values entered in row (%),Study Type: Observational or Randomized Clinical Trial (RCT)?,Study length (days),Overall study population or subgroup?,Subgroup,Positive/negative cases,Survivors,Discharged,Contains Any Treatment?,ICU vs. non-ICU,Severity,Ventilation,Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever,Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine,Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra,Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
China,Shenzhen,1,0.5225,Observational,13,Subgroup,62yo Man (C3),Positive only,Survivors only,Non-discharged only,Yes,Non-ICU only,Mild only,Ventilation only,62,62,,62,62,,1,0,0,1,0,0,1,1,0,,,,,4,4,4,4,,,,,,0,0,1,0,0,0,0,1,,1,,,,1,,0,,0,,,1,0,,,1,,0,0,0,1,0,1,3.85,3.85,3.85,0.83,0.83,0.83,41.2,11.6,121,121,121,2.26,2.26,2.26,,,,,41.6,26,26,,,,5.51,,97,52.95,,,0.1,,,,1,,,,,,,,0,0,,,,1,0,,,,,,1,0,1,,0,0,0,,,,,,,1,0,0,,,,,
China,Shenzhen,1,0.5225,Observational,13,Subgroup,63yo Man (C4),Positive only,Survivors only,Non-discharged only,Yes,ICU only,Severe/Critical Only,Ventilation only,63,63,,63,63,,1,0,0,1,0,0,1,1,0,,,,,5,5,5,5,,,,,,0,0,0,1,0,0,0,0,,1,,,,1,,0,,0,,,0,0,,,0,,0,0,0,0,1,1,6.79,6.79,6.79,0.26,0.26,0.26,18.7,10.9,119,119,119,6.31,6.31,6.31,,,,,35.1,62,107,,,,9.81,,876,89.94,,,9.18,,,,1,,,,,,,,1,1,,,,1,1,,,,,,1,1,1,,1,1,1,,,,,,,1,1,0,,,,,
China,Shenzhen,1,0.5169,Observational,13,Subgroup,63yo Woman (C5),Positive only,Survivors only,Non-discharged only,Yes,ICU only,Severe/Critical Only,Ventilation only,63,63,,63,63,,0,0,0,1,0,0,1,0,1,,,,,8,8,8,8,,,,,,0,0,0,0,0,0,0,0,,1,,,,1,,0,,1,,,0,0,,,1,,0,0,0,0,1,1,6.71,6.71,6.71,0.77,0.77,0.77,30.9,23,215,215,215,5.43,5.43,5.43,,,,,38.3,45.3,26.2,,,,4.8,,,53.6,,,0.03,,,,1,,,,,,,,0,1,,,,1,0,,,,,,1,0,1,,0,0,0,,,,,,,1,1,0,,,,,
China,Shenzhen,1,0.5225,Observational,13,Subgroup,36yo Man (C6),Positive only,Survivors only,Discharged only,Yes,Non-ICU only,Mild only,Non-ventilation only,36,36,,36,36,,1,0,0,1,0,0,1,1,0,,,,,15,15,15,15,,,,,,0,0,0,0,0,0,0,0,,1,,,,1,,0,,0,,,1,1,,,0,,0,0,0,1,0,1,13.55,13.55,13.55,2.37,2.37,2.37,,,250,250,250,10.49,10.49,10.49,,,,,48.9,30,29.3,,,,6.65,,111,5.8,,,0.02,,,,1,,,,,,,,0,0,,,,0,0,,,,,,0,0,0,,0,0,0,,,,,,,1,0,1,,7,,,0
China,Shenzhen,1,0.5225,Observational,13,Subgroup,10yo Man (C7),Positive only,Survivors only,Discharged only,Yes,Non-ICU only,Mild only,Non-ventilation only,10,10,,10,10,,1,0,0,1,0,0,1,1,0,,,,,8,8,8,8,,,,,,0,0,0,0,0,0,0,0,,0,,,,0,,0,,0,,,0,0,,,0,,0,0,0,1,0,1,6.72,6.72,6.72,3.79,3.79,3.79,,,196,196,196,2.26,2.26,2.26,,,,,46.4,32.8,34.7,,,,7.65,,70,5,,,0.02,,,,1,,,,,,,,0,0,,,,0,0,,,,,,0,0,0,,0,0,0,,,,,,,1,0,1,,7,,,0
China,Shenzhen,1,0.5056,Observational,13,Subgroup,35yo Man (C8),Positive only,Survivors only,Non-discharged only,Yes,Non-ICU only,Mild only,Non-ventilation only,35,35,,35,35,,1,0,0,1,0,0,1,1,0,,,,,7,7,7,7,,,,,,0,0,0,0,0,0,0,0,,1,,,,1,,0,,0,,,0,0,,,0,,0,0,0,1,0,1,4.62,4.62,4.62,1.59,1.59,1.59,,,236,236,236,2.62,2.62,2.62,,,,,43.4,22.4,28.9,,,,4.21,,,35.6,,,0.03,,,,1,,,,,,,,0,0,,,,0,0,,,,,,0,0,0,,0,0,0,,,,,,,1,0,0,,,,,
China,Shenzhen,1,0.5169,Observational,13,Subgroup,51yo Man (C9),Positive only,Survivors only,Non-discharged only,Yes,Non-ICU only,Mild only,Non-ventilation only,51,51,,51,51,,1,0,0,1,0,0,1,1,0,,,,,13,13,13,13,,,,,,0,0,0,0,0,0,0,0,,0,,,,1,,0,,1,,,0,0,,,1,,0,0,0,1,0,1,4.94,4.94,4.94,1.45,1.45,1.45,50.2,24.9,184,184,184,3.18,3.18,3.18,,,,,46.2,39.5,37.7,,,,3.71,,,13,,,0.02,,,,1,,,,,,,,0,0,,,,0,0,,,,,,0,0,0,,0,0,0,,,,,,,1,0,0,,,,,
China,Shenzhen,1,0.5169,Observational,13,Subgroup,65yo Woman (C10),Positive only,Survivors only,Non-discharged only,Yes,ICU only,Severe/Critical Only,Ventilation only,65,65,,65,65,,0,0,0,1,0,0,1,1,0,,,,,16,16,16,16,,,,,,0,1,0,0,0,0,0,0,,1,,,,1,,0,,0,,,0,0,,,0,,0,0,0,0,1,1,5.89,5.89,5.89,0.42,0.42,0.42,34.9,14.3,118,118,118,5.35,5.35,5.35,,,,,34.6,15.7,52,,,,4.48,,,33.2,,,0.08,,,,1,,,,,,,,1,1,,,,1,1,,,,,,1,1,1,,0,0,0,,,,,,,1,1,0,,,,,
China,Shenzhen,1,0.5,Observational,13,Subgroup,72yo Man (C11),Positive only,Survivors only,Non-discharged only,Yes,Non-ICU only,Mild only,Non-ventilation only,72,72,,72,72,,1,0,0,1,0,0,1,1,0,,,,,16,16,16,16,,,,,,1,0,1,0,0,0,0,1,,1,,,,1,,0,,0,,,0,0,,,0,,0,0,0,1,0,1,4.99,4.99,4.99,,,,50.7,17,99,99,99,3.73,3.73,3.73,,,,,42.6,29,42.1,,,,6.89,,,85,,,0.22,,,,1,,,,,,,,0,0,,,,0,0,,,,,,0,0,0,,0,0,0,,,,,,,1,0,0,,,,,
China,Shenzhen,1,0.5169,Observational,13,Subgroup,56yo Woman (C12),Positive only,Survivors only,Non-discharged only,Yes,Non-ICU only,Mild only,Non-ventilation only,56,56,,56,56,,0,0,0,1,0,0,1,1,0,,,,,6,6,6,6,,,,,,0,1,0,0,0,0,0,0,,1,,,,1,,0,,0,,,0,0,,,0,,0,0,0,1,0,1,3.98,3.98,3.98,0.83,0.83,0.83,43,17.4,152,152,152,3,3,3,,,,,38.4,23.6,36.1,,,,3.12,,,28.4,,,0.03,,,,1,,,,,,,,0,0,,,,0,0,,,,,,0,0,0,,0,0,0,,,,,,,1,0,0,,,,,
USA,Washington,1,0.5056,Observational,15,Top-level,Single Patient,Positive only,Survivors only,Discharged Only ,Yes,non-ICU only,Mild only,Non-ventilation only,35,35,0,35,35,,1,,,,,,1,1,0,,,,,,4,4,,0,,,,0,0,0,0,0,0,0,0,0,,1,38.1,39.4,,1,1,,0,,1,1,1,1,1,1,,,,0,1,0,0,1,5.4,,,1.4,1.24,1.75,,,150,127,195,3.2,1.7,3.75,148,142,148,42,45,119,85,,,,,,,,,,,,11.9,0,1,,,,1,,,,,,1,,1,,,,,,,0,0,0,0,,0,,,,,,,,,1,,1,,14,,0,0
China,Wuhan,287,0.3596,Observational,63,Top-level,General,Positive only,Both,Both,Yes,,,,62,,,,,,0.56,0,0,1,0,0,,,,,,,,,10,,,,,23.6,0,,0.3,0.16,0.12,0.06,0.03,0.04,0.08,0.02,,0.78,,,0.07,0.73,0.48,,,0.48,0.48,,,,,,,0.48,,0,0.57,0.43,0,0,5,,,0.8,,,,,,,,,,,128.3,,,,33.4,25,27,8.9,,,,,100,23.4,,,0.07,0.6,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,0.66,,18,,0.07,0.03
China,Wuhan,55,0.3596,Observational,63,Subgroup,AKI,Positive only,Both,Both,Yes,,,,66,,,,,,0.69,0,0,1,0,0,,,,,,,,,10,,,,,24.2,0,,0.42,0.22,0.18,0.11,0.05,0.02,0.16,0.05,,0.73,,,0.18,0.75,0.53,,,0.45,0.45,,,,,,,0.44,,0,0.38,0.62,0,0,5.8,,,0.7,,,,,,,,,,,125,,,,31.6,27,35,11,,,,,118,34.6,,,0.15,0.9,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,0.35,,22.5,,0.03,0.03
China,Wuhan,232,0.3596,Observational,63,Subgroup,Non-AKI,Positive only,Both,Both,Yes,,,,60,,,,,,0.53,0,0,1,0,0,,,,,,,,,9,,,,,23.4,0,,0.28,0.14,0.1,0.04,0.02,0.04,0.08,0.01,,0.79,,,0.05,0.72,0.47,,,0.48,0.48,,,,,,,0.49,,0,0.61,0.39,0,0,4.9,,,0.9,,,,,,,,,,,129.1,,,,33.8,24,26,8.6,,,,,99,19.5,,,0.07,0.5,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.72,,18,,0.22,0.06
USA,New York City,4103,0.264,Observational,32,Top-level,All,Positive only,Both,Both,Yes,Both,All,Both,51.23,,,40.26,63.74,,0.5021,0.442,0.1594,0.0693,,0.3294,,,,,,,,,,,,0.2138,,,0.2687,0.5036,0.2397,0.15,0.0892,0.0758,0.0453,,,0.0529,0.18,,37.4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1085,,,,,,,,,,,,,,,,,,,0.49,0,0.23,,5.36,,0.07,0.12
USA,New York City,2104,0.2753,Observational,32,Subgroup,Non-hospitalized,Positive only,Both,Both,Yes,Non-ICU only,Mild only,Non-ventilation only,41,,,31,54,,0.39,0.422,0.173,0.079,,0.326,,,,,,,,,,,,0.17,,,0.145,0.299,0.115,0.053,0.021,0.05,0.02,,,0.01,0.105,,37.3,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,0
USA,New York City,1999,0.2697,Observational,32,Subgroup,Hospitalized,Positive only,Both,Both,Yes,Both,All,Both,62,,,50,74,,0.62,0.463,0.145,0.059,,0.333,,,,,,,,,,,,0.26,,,0.399,0.719,0.371,0.252,0.161,0.103,0.072,,,0.098,0.259,,37.5,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,1,0,0.47,,5.36,,0.15,0.24
USA,New York City,1999,0.3202,Observational,32,Subgroup,Discharged,Positive only,Both,Discharged only,Yes,Both,All,Both,58,,,46,71,,0.601,0.441,0.172,0.046,,0.341,,,,,,,,,,,,0.255,,,0.406,0.707,0.343,0.229,0.135,0.098,0.058,,,0.087,0.241,,37.5,,,,,,,,,,,,,,,,,0,,,,0,,,,0.9,0.7,1.3,,,,,,,,,,,,,,32,39,,,,,0.93,,80.8,,,0.09,0.31,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,0,1,,4,,0,0
USA,New York City,650,0.3315,Observational,32,Subgroup,Critical,Positive only,Both,Both,Yes,ICU only,Severe/Critical Only,Both,67,,,56,77,,0.68,0.483,0.114,0.08,,0.323,,,,,,,,,,,,0.266,,,0.4,0.734,0.395,0.271,0.206,0.109,0.086,,,0.115,0.266,,37.6,,,,,,,,,,,,,,,,,0,,0,1,0,,,,0.8,0.5,1.1,,,,,,,,,,,,,,35,52,,,,,1.06,,139.3,,,0.27,0.51,,,,,,,,,,,,,,,,,0.685,,,,,,,,,,,,,,,,,,,1,1,0.08,,7.31,,0.45,0.86
China,Wuhan,274,0.427,Observational,63,Top-level,All patients,Positive only,Both,Both,Yes,Both,All,Both,60,60,15,,,,0.55,0,0,1,0,0,,,,,,,,10,10,6,14,,,23.6,,,,0.15,0.11,0.06,0.03,0.04,0.08,0.02,,0.78,,,,0.73,0.47,,,0.5,,,,,,,,,,0,0.57,0.43,0,1,4.9,3.8,7.1,0.8,0.6,1.2,,,,,,3.6,2.3,5.4,128,,,,33.4,25,27,9,6.6,12,,69,100,22.5,,,0.07,0.6,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.78,,20,,0.08,
China,Wuhan,75,0.427,Observational,63,Subgroup,Patients with hypertension,Positive only,Both,Both,Yes,Both,All,Both,67,67,11,,,,0.55,0,0,1,0,0,,,,,,,,10,10,7,15,,,24.3,,,,0.31,0.21,0.09,0.03,0.04,0.15,0.05,,0.76,,,,0.71,0.47,,,0.52,,,,,,,,,,0,0.6,0.4,0,1,5.3,3.9,7.1,0.9,0.6,1.2,,,,,,4,2.4,6.4,124,,,,32.6,24,28,8.6,6.6,13,,74,103,21.7,,,0.08,0.5,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.84,,22,,0.09,
China,Wuhan,199,0.427,Observational,63,Subgroup,Patients without hypertension,Positive only,Both,Both,Yes,Both,All,Both,58,58,15,,,,0.55,0,0,1,0,0,,,,,,,,9,9,5,12,,,23.3,,,,0.1,0.08,0.04,0.03,0.04,0.06,0.01,,0.78,,,,0.73,0.47,,,0.48,,,,,,,,,,0,0.56,0.44,0,1,4.9,3.6,7.2,0.8,0.6,1.2,,,,,,3.4,2.3,5.2,130,,,,33.7,25,27,9.2,6.4,11.8,,68,98,23.2,,,0.07,1,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.76,,19,,0.07,
China,Wuhan,214,0.3596,Observational,34,Top-level,All,Positive only,Both,Both,No,Both,All,Both,52.7,52.7,15.5,37.2,68.2,,0.407,0,0,1,0,0,,,,,,,,8,8,,,,,,,0.388,0.238,0.14,0.07,,0.061,,,0.028,,0.617,50,,,0.5,,0.131,,0.047,,,0.192,,0.318,0.145,,,,0,0.5888,0.2056,0.2056,,4.9,,,1.1,,,,,209,,,3,,,,,,,,26,26,,,,4.1,68.2,64,12.2,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,,,,,,,,,,1,,,,,,,
China,Wuhan,88,0.3596,Observational,34,Subgroup,Severe,Positive only,Both,Both,No,Both,Severe/Critical Only,Both,58.2,58.2,15,43.2,73.2,,0.5,0,0,1,0,0,,,,,,,,10,10,,,,,,,0.477,0.364,0.17,0.08,,0.057,,,0.023,,0.455,34.1,,,0.341,,0.17,,0.068,,,0.148,,0.239,0.114,,,,0,0,0.5,0.5,,5.4,,,0.9,,,,,204.5,,,3.8,,,,,,,,32.5,34,,,,4.6,71.6,83,37.1,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,,,,,,,,,,1,,,,,,,
China,Wuhan,126,0.3596,Observational,34,Subgroup,Non-severe,Positive only,Both,Both,No,Both,Mild only,Both,48.9,48.9,14.7,34.2,63.6,,0.341,0,0,1,0,0,,,,,,,,1,1,,,,,,,0.325,0.151,0.119,0.063,,0.063,,,0.032,,0.73,61.1,,,0.611,,0.103,,0.032,,,0.222,,0.373,0.167,,,,0,1,0,0,,4.5,,,1.3,,,,,219,,,2.6,,,,,,,,23,23,,,,3.8,65.6,59,9.4,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,1,,,,,,,
Europe/North America,Various,53,0.2809,Observational,42,Top-level,All,Positive only,Both,Both,Yes,Both,Severe/Critical Only,Both,64,,,48,71,,0.75,,,,,,,,,,,,,,,,,,,,,0.68,0.25,0.17,0.11,0.11,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,36,,,,,78.68,,,,,,,,,1,,,,1,,,,,,,0.09,0.3585,0,0.57,0.08,,,,,,,0.04,,,0.04,,,,0.06,,,,1,1,0.47,10,16,,0.13,0.22
Europe/North America,Various,34,0.2809,Observational,42,Subgroup,Invasive ventilation,Positive only,Both,Both,Yes,ICU only,Severe/Critical Only,Ventilation only,67,,,56,72,,0.79,,,,,,,,,,,,,,,,,,,,,0.74,0.26,0.24,0.18,0.15,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,39,,,,,79.56,,,,,,,,,1,,,,1,,,,,,,0,0,0,0.88,0.12,,,,,,,0.03,,,0.06,,,,0.05,,,,1,1,0.24,12,17,,0.18,0.43
Europe/North America,Various,19,0.2809,Observational,42,Subgroup,Noninvasive oxygen support,Positive only,Both,Both,Yes,Non-ICU only,Severe/Critical Only,Non-ventilation only,53,,,41,68,,0.68,,,,,,,,,,,,,,,,,,,,,0.58,0.21,0.05,0,0.05,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,35,,,,,69.84,,,,,,,,,1,,,,1,,,,,,,0.26,1,0,0,0,,,,,,,0.05,,,0,,,,0.06,,,,1,1,0.89,0,13,,0.05,0.06
China,Wuhan ,245,0.3483,Observational,59,Top-level,All,Positive only,Both,Both,No,Both,All,Both,52.94333333,52.94333333,15.97,36.97333333,68.91333333,,0.4654,0,0,1,0,0,,,,,,,,,,,,0.0409,,23.69,,,0.2121,0.0938,0.0733,0.0327,0.0366,0.03,,,,0.808,,,,0.5715,0.1835,0.049,0.2736,0.3062,0.4773,,0.0736,0.0408,0.2284,0.0695,,,,,,,,,5.53,,,0.98,,,,,181.53,,,4.08,,,127.54,,,,,,,,,,,,,48.33,,,,1.09,12.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.87,,,,0.13,0.13
China,Wuhan ,82,0.3483,Observational,59,Subgroup,Tertile 1,Positive only,Both,Both,No,Both,All,Both,44.74,44.74,15.83,28.91,60.57,,0.2927,0,0,1,0,0,,,,,,,,,,,,0.0122,,22.66,,,0.1341,0.061,0.061,0.0244,0.0244,0,,,,0.7439,,,,0.4756,0.0976,0.061,0.1829,0.2927,0.439,,0.0732,0.0366,0.1707,0.1098,,,,,,,,,3.86,,,1.39,,,,,178.39,,,2.03,,,127.89,,,,,,,,,,,,,14.18,,,,0.3,12.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.98,,,,0.02,0.02
China,Wuhan ,81,0.3483,Observational,59,Subgroup,Tertile 2,Positive only,Both,Both,No,Both,All,Both,52.68,52.68,17.07,35.61,69.75,,0.4938,0,0,1,0,0,,,,,,,,,,,,0.0494,,24.41,,,0.1728,0.0741,0.037,0.0494,0.0123,0.037,,,,0.7654,,,,0.6049,0.1235,0.0617,0.2963,0.3333,0.444,,0.0988,0.0247,0.1852,0.0864,,,,,,,,,4.23,,,0.92,,,,,174.7,,,2.83,,,130.39,,,,,,,,,,,,,36.18,,,,0.69,12.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.94,,,,0.06,0.06
China,Wuhan ,82,0.3483,Observational,59,Subgroup,Tertile 3,Positive only,Both,Both,No,Both,All,Both,61.41,61.41,15.01,46.4,76.42,,0.6098,0,0,1,0,0,,,,,,,,,,,,0.061,,23.99,,,0.3293,0.1463,0.122,0.0244,0.0732,0.0488,,,,0.9146,,,,0.6341,0.3293,0.0244,0.3415,0.2927,0.5488,,0.0488,0.061,0.3293,0.0122,,,,,,,,,8.49,,,0.62,,,,,191.49,,,7.38,,,124.33,,,,,,,,,,,,,94.63,,,,2.29,13.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.68,,,,0.32,0.32
China,Jiangsu,50,0.264,Observational,37,Top-level,All,Positive only,Both,Discharged only,Yes,Both,All,Both,36.02,36.02,,31.12,52.364,,0.5198,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,4.98,,,1.26,,,,,,,,2.85,,,,,,,,19.24,,,,,,,,5.59,,,,0.37,,,,0.68,,,,,0.32,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,0,1,,,,0,0
China,Jiangsu,34,0.2753,Observational,37,Subgroup,Kaletra,Positive only,Both,Discharged only,Yes,Both,All,Both,40.5,40.5,,34.8,52.3,,0.588,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,5.2,,,1.1,,,,,,,,3.2,,,,,,,,20.9,,,,,,,,7.7,,,,0.4,,,,1,,,,,0,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,0,1,,11.5,11.5,0,0
China,Jiangsu,16,0.2753,Observational,37,Subgroup,Arbidol,Positive only,Both,Discharged only,Yes,Both,All,Both,26.5,26.5,,23.3,52.5,,0.375,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,4.5,,,1.6,,,,,,,,2.1,,,,,,,,15.7,,,,,,,,1.1,,,,0.3,,,,0,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,0,1,,9.5,9.5,0,0
China,Xiangyang,119,0.3034,Observational,59,Top-level,All,Positive only,Both,Both ,No,Both,All,,49,49,,38,61,,0.47,0,0,1,0,0,,0.15,,,,,,,5,3,7,,,,,,0.19,0.1,0.06,,,0.02,,0.02,,0.86,,,,0.63,,0.14,0.18,,0.75,,0.12,0.03,,,,,,0,0.83,0,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.17,0.98,,,,0.03,0.03
China,Xiangyang,99,0.2978,Observational,59,Subgroup,Non-severe,Positive only,Both,Both,No,Both,Mild only,,45,45,,34,57,,0.44,0,0,1,0,0,,0.15,,,,,,,5,3,7,,,,,,0.1,0.07,0.03,,,0.02,,0.01,,0.86,,,,0.53,,0.15,0.16,,0.75,,0.11,0.03,,,,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,0,0
China,Xiangyang,20,0.2978,Observational,59,Subgroup,Severe,Positive only,Both,Both,No,Both,Severe/Critical Only,,67.5,67.5,,60,77,,0.6,0,0,1,0,0,,0.15,,,,,,,5,4,9,,,,,,0.65,0.25,0.2,,,0,,0.05,,0.8,,,,0.65,,0.1,0.3,,0.7,,0.15,0.05,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.98,,,,0.03,0.03
China,Anhui,125,0.5281,Observational,29,Top-level,All,Positive only,Both,Both,Yes,Both,All,Both,38.76,38.76,13.799,,,,0.568,0,0,1,0,0,0.672,0.576,,,,,,4,,,,0.128,,,,0.272,,,0.144,0.016,0.008,0.064,,,,0.928,,,,0.816,0.456,0.088,0.416,0.032,0.344,,0.4,0.192,,0.136,,0.016,,0,0.8,0,0.2,1,4.78,3.78,6.11,1.04,0.74,1.34,,,167,133,212,3.27,2.23,4.36,14,129,151,,,24,27,9.6,6.5,14.55,,,66,15.4,,,0.03,0.28,11.6,0.632,1,,,,,,,,0.28,0.192,0.6,0.128,,0.128,0.032,,,,,,,,0.048,,,,,,,,0.568,,,1,0.15,0.38,,14.8,,0,0
China,Anhui,25,0.3258,Observational,29,Subgroup,Severe,Positive only,Both,Both,Yes,Both,Severe/Critical Only,Both,49.4,49.4,13.64,,,,0.64,0,0,1,0,0,,,,,,,,5.72,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,5.11,2.79,7.43,0.74,0.62,1.04,,,163.4,103.14,223.66,3.86,1.68,6.04,13.67,119.76,153.6,,,25,29,10.4,7,17.9,,,,56.26,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,
China,Anhui,100,0.3258,Observational,29,Subgroup,Non-severe,Positive only,Both,Both,Yes,Both,Mild Only,Both,39.47,39.47,14.84,,,,0.55,0,0,1,0,0,,,,,,,,3.5,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,4.92,3.82,6.09,1.11,0.83,1.37,,,169.5,142,212,3.49,1.87,5.11,14.09,125.59,156.13,,,24,26,9.25,6.25,13.78,,,,10.8,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,
