Subgroup,Study Pop Size (N),Proportion of values entered in row (%),Study length (days),Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever,Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine,Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra,Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
Scans done 1-2 weeks after symptom onset,30,0.4382,50,52.3,52.3,13,43.5597,60.5411,0.1951,0.67,0,0,1,0,0,0.47,0.47,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.3,0.23,0.1,0.1,0.1,0.07,0.1,0.1,0.1,0.2,0.9,37.9757,38.2,0.2547,0.7,0.43,0.07,0.2,0.13,0.05,0.1423,0.03,0.07,0,0.2127,0.1659,0.1242,0.0429,0,0.5191,0.2956,0.3012,1,8.4,4.9,11.9,1.1,0.8,1.4,311.5119,210.0112,206.8,110.7,302.9,6.8055,6.771,9.8298,119.6,106.8,132.4,23.0078,30.1,48.7,42.7,11.9,8,15.8,6.3544,115.4,96.7435,71.3,6.8,35.3991,2.0394,5.8,10.7,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,15.3569,14.9137,0.07,0.2327
Scans done <= 1 week after symptom onset,21,0.4382,50,48.8,48.8,13,43.5597,60.5411,0.1951,0.52,0,0,1,0,0,0.38,0.38,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.24,0.05,0.1,0.05,0.14,0.05,0.1,0.05,0,0.15,0.86,37.9757,38.1,0.2547,0.71,0.43,0.1,0.14,0.05,0.09,0.1423,0.05,0.1,0.05,0.2127,0.1659,0.1242,0.0429,0,0.5191,0.2956,0.3012,1,7.8,4.2,11.4,1,0.7,1.3,311.5119,210.0112,213.5,112.7,314.3,6.8055,6.771,9.8298,126.7,113.3,140.1,23.0078,34,50.6,47.7,14.1,9.8,18.4,6.3544,68,96.7435,61.4,5.2,35.3991,2.0394,6.9,10.5,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,15.3569,14.9137,0,0.2327
Scans done >2 weeks after symptom onset,15,0.4213,50,49.5,49.5,11,43.5597,60.5411,0.1951,0.47,0,0,1,0,0,0.6,0.6,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.2,0.13,0.13,0.07,0.13,0,0.13,0.07,0,0.2,0.93,37.9757,38.5,0.2547,0.8,0.8,0.07,0.4,0.13,0.13,0.1423,0.07,0,0,0.2127,0.1659,0.1242,0.0429,0,0.5191,0.2956,0.3012,1,8.2,4,12.4,1.1,0.8,1.4,311.5119,210.0112,230.5,95.7,365.3,6.8055,6.771,9.8298,124.8,115.7,133.9,23.0078,37.4577,50.6,37.8,11.2484,7.2282,16.2174,6.3544,58.4,96.7435,49.8,24.443,35.3991,2.0394,82.3308,10.9,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,15.3569,14.9137,0.07,0.2327
Secondary contact,17,0.4045,26,37,50.7516,12.5051,24,47.5,0.1951,0.412,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,8,4,11,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.235,0.2976,0.059,0.118,0,0.0731,0,0.1027,0.059,0,0.588,37.9757,38.468,0.2547,0.529,0.059,0.1224,0.353,0.118,0,0.1423,0.059,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,1,0.2956,0.3012,1,4.8,3.4,6.2,1.1,1,1.9,375,267,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,13.5,17,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,2.2,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,1,0,0,0,0.1982,0,0,1,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,1,6.9554,14,14,0,0
Severe,140.0625,0.344278125,30.6875,58.75138125,54.4060625,13.12289375,46.2236,66.592425,0.17115,0.613575,0.03735,0.0012375,0.96490625,0.0005,0.00048125,0.7903125,0.487890625,0.352778125,6.45675,5.8721625,4.17735,8.0534125,6.7745,7.24975625,5.0643,12.3037625,0.118865625,0.090234375,25.4143,0.224,0.5145125,0.312653125,0.200903125,0.1823125,0.07128125,0.092653125,0.03240625,0.263690625,0.057225,0.14290625,0.800984375,37.81775625,38.544875,0.323703125,0.65061875,0.425921875,0.10909375,0.305621875,0.210071875,0.394403125,0.14865625,0.145775,0.092609375,0.141959375,0.191953125,0.160921875,0.12075625,0.0429,0.0622375,0.48188125,0.3218375,0.366525,3.302665625,6.16725,4.442275,8.56513125,1.12503125,0.9715875,1.6126125,311.5119,210.0112,177.7981313,133.170125,229.0789375,6.25659375,5.99734375,9.82828125,111.8700969,107.6073125,130.949875,23.0078,37.18729063,29.799525,34.6123875,11.697025,7.24390625,16.01578125,6.38125,67.2320375,94.542,47.0291875,24.78853125,33.61040625,1.50019375,59.4002625,12.74097813,0.799740625,0.8561875,0.481125,0.02205,0.179790625,0.1982,0.127125,0.330865625,0.091721875,0.426865625,0.31065625,0.473196875,0.4882625,0.66370625,0.234621875,0.376946875,0.037975,0.107346875,0.637225,0.19783125,0.1073,0.396746875,0.28928125,0.2762625,0.13446875,0.1065875,0.093428125,0.213103125,0.07730625,0.13000625,0.110375,0.1309125,0.0498,0.0495,0.958125,0.4824375,0.464875,7.05333125,15.32705,14.94721875,0.15625,0.283621875
Severe (Test),38,0.3034,58,66.47,66.47,12.5051,54.57,78.37,0.1951,0.6053,0,0,1,0,0,0.8036,0.5075,0.3689,7.89,5.9596,3.14,12.64,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.5526,0.3421,0.1579,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0,1,0.3012,5.5109,3.43,4.47,7.76,0.72,0.5,0.97,311.5119,210.0112,184.9906,143.5127,232.3308,4.24,3.4,6.83,119.1249,109.3857,130.8263,23.0078,35.22,23.6,27.95,11.2484,7.2282,16.2174,5.6,73.2,96.7435,47.7,24.443,35.3991,2.0394,3.45,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,15.3569,14.9137,0.17,0.2327
Severe (Train),79,0.3034,58,65.23,65.23,12.5051,50.23,80.23,0.1951,0.5696,0,0,1,0,0,0.8036,0.5075,0.3689,7.15,5.9596,3.32,10.98,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.6203,0.3671,0.0633,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0,1,0.3012,5.5109,5.51,4,7.3,0.66,0.46,0.95,311.5119,210.0112,184.9906,143.5127,232.3308,4.24,3.01,6.31,119.1249,109.3857,130.8263,23.0078,35.84,23.7,31.6,11.2484,7.2282,16.2174,5.58,72.1,96.7435,61,24.443,35.3991,2.0394,3.26,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,15.3569,14.9137,0.17,0.2327
Severe 30-39,7,0.3427,60,52.2121,50.7516,12.5051,43.5597,60.5411,0.1951,0.5503,0,0,1,0,0,0.8036,0.714,0.286,9.1,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.286,0.0905,25.4143,0.224,0.4903,0.2976,0.161,0.1464,0.0698,0.0731,0.143,0.1027,0,0.159,1,37.9757,38.468,0.2547,0.714,0.143,0.571,0.2766,0.2247,0.571,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0,0,1,0,0,5.29,4.1,8.2,2.19,0.67,2.97,399,342,205.5,133,503,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0,0.1082,0,0.0982,0.143,0.0798,0.1364,0,0.1314,0.0498,0.0495,1,0.3354,1,6.9554,18.3,14.9137,0,0
Severe 40-49,3,0.3427,60,52.2121,50.7516,12.5051,43.5597,60.5411,0.1951,0.5503,0,0,1,0,0,0.8036,0.667,0.333,8.3,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0,0.0905,25.4143,0.224,0.4903,0.2976,0.161,0.1464,0.0698,0.0731,0,0.1027,0,0.159,0.667,37.9757,38.468,0.2547,0.667,0.333,0,0.2766,0.2247,0,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0,0,1,0,0,3.3,3.26,3.34,0.86,0.75,0.96,393,304,186,174,233,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0,0.1082,0,0.0982,0,0.0798,0.1364,0,0.1314,0.0498,0.0495,1,0.3354,1,6.9554,17,14.9137,0,0
Severe 50-59,5,0.3427,60,52.2121,50.7516,12.5051,43.5597,60.5411,0.1951,0.5503,0,0,1,0,0,0.8036,0.8,0.2,12.3,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.2,0.0905,25.4143,0.224,0.4903,0.2976,0.161,0.1464,0.0698,0.0731,0.2,0.1027,0,0.159,0.8,37.9757,38.468,0.2547,0.6,0.6,0.2,0.2766,0.2247,0.2,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0,0,1,0,0,5.17,3.2,6.07,0.78,0.75,1.07,167,235,77,68,86,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0,0.1082,0,0.0982,0.2,0.0798,0.1364,0,0.1314,0.0498,0.0495,1,0.3354,1,6.9554,26.5,14.9137,0,0
Severe 60-69,3,0.3371,60,52.2121,50.7516,12.5051,43.5597,60.5411,0.1951,0.5503,0,0,1,0,0,0.8036,0,0.333,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.667,0.0905,25.4143,0.224,0.4903,0.2976,0.161,0.1464,0.0698,0.0731,0,0.1027,0,0.159,0.333,37.9757,38.468,0.2547,0.667,0.667,1,0.2766,0.2247,1,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0,0,1,0,0,6.34,5.43,6.68,0.69,0.63,1.43,117,121,158,131,356,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0,0.1082,0,0.0982,0,0.0798,0.1364,0,0.1314,0.0498,0.0495,1,0.3354,1,6.9554,15.7,14.9137,0,0
Severe 70-79,4,0.3427,60,52.2121,50.7516,12.5051,43.5597,60.5411,0.1951,0.5503,0,0,1,0,0,0.8036,0.5,0.5,10.3,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.25,0.0905,25.4143,0.224,0.4903,0.2976,0.161,0.1464,0.0698,0.0731,0.25,0.1027,0,0.159,0.5,37.9757,38.468,0.2547,0.75,1,0.5,0.2766,0.2247,0.5,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0,0,1,0,0,3.05,2.25,3.85,0.5,0.4,0.97,121,111,130.5,121,140,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0,0.1082,0,0.0982,0.25,0.0798,0.1364,0,0.1314,0.0498,0.0495,1,0.3354,1,6.9554,21.25,14.9137,0,0
Severe pneumonia,38,0.3876,40,70,50.7516,12.5051,43.5597,60.5411,0.1951,0.6316,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.2368,0.1053,25.4143,0.224,0.4903,0.3947,0.2105,0.0789,0.1053,0.0731,0.037,0.0789,0.0462,0.159,0.8684,37.9757,38.468,0.2547,0.5526,0.3947,0.1224,0.2766,0.2247,0.2632,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0,0,1,0,0,5.2,3.9,6.46,0.6,0.29,0.91,311.5119,210.0112,144.5,110.75,167.75,4.26,2.84,4.84,129.87,110.48,149.26,23.0078,35.3,21.9,36.8,11.2484,7.2282,16.2174,4.99,74.75,96.7435,49.8,24.443,35.3991,0.12,1.11,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0,6.9554,15.3569,14.9137,0,0.2327
Severe/Critical,25,0.365166667,40.66666667,57.73,57.73,13.38836667,44.47313333,64.99406667,0.1951,0.721333333,0.032533333,0.0066,1,0.002666667,0.002566667,0.810133333,0.470333333,0.333933333,5.1924,5.453066667,4.2384,8.2039,6.6032,6.1398,5.1176,10.8354,0.033966667,0.066666667,25.4143,0.224,0.4903,0.3898,0.175733333,0.1226,0.0698,0.055066667,0.044333333,0.1027,0.037133333,0.122,0.838566667,37.35856667,38.468,0.2547,0.685566667,0.136433333,0.114866667,0.378666667,0.2247,0.337766667,0.1423,0.087466667,0.1048,0.0854,0.1418,0.2217,0.1242,0.0429,0.051066667,0.173033333,0.588066667,0.277533333,3.673933333,7.016,3.782266667,8.157933333,1.271,1.0104,1.673466667,299.1106333,195.4537333,176.9770667,130.6451333,227.2172,6.251833333,4.710666667,9.149866667,123.1632667,110.7604667,136.8742,15.46853333,37.6818,33.4548,38.46993333,11.40893333,6.3788,17.0716,5.8296,68.06386667,94.52566667,59.08933333,24.443,23.61273333,2.0394,55.25053333,12.7282,0.809733333,0.897266667,0.510666667,0.0196,0.107066667,0.132133333,0.0644,0.273,0.0718,0.515133333,0.409466667,0.559133333,0.364,0.6681,0.2851,0.213866667,0.025266667,0.058866667,0.648466667,0.302533333,0.1073,0.3691,0.506933333,0.261,0.1082,0.0956,0.078133333,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,0.9825,0.508466667,0.534133333,6.9554,15.3569,14.9137,0.056666667,0.077566667
Single Patient,1,0.5056,15,35,35,0,35,35,0.1951,1,0.0976,0.0198,0.877,0.008,0.0077,1,1,0,6.6372,5.9596,4.2384,8.2039,6.6032,4,4,10.8354,0,0.0905,25.4143,0.224,0,0,0,0,0,0,0,0,0,0.159,1,38.1,39.4,0.2547,1,1,0.1224,0,0.2247,1,1,1,1,1,1,0.1659,0.1242,0.0429,0,1,0,0,1,5.4,4.7284,7.7219,1.4,1.24,1.75,311.5119,210.0112,150,127,195,3.2,1.7,3.75,148,142,148,42,45,119,85,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,11.9,0,1,0.4585,0.0294,0.1606,1,0.0966,0.294,0.1077,0.3387,0.2462,1,0.414,1,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0,0,0,0,0.1082,0,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,1,6.9554,14,14.9137,0,0
Single patient,1,0.5927,15,44.5,44.5,0,39.27985,47.77055,0.09755,1,0,0,1,0,0,1,1,0,6.6372,5.9596,4.2384,8.2039,4.8016,4.99985,5.1176,10.8354,0.05095,0.04525,25.55715,0.5,0.5,0,0,0,0,0,0,0,0,0,1,37.95,38.534,0,1,0.5,0.5612,0.5,1,0.67,0.57115,1,0.0524,0.06405,0.5,1,0.0621,0.02145,0,1,0,0,0.5,6,5.75,6.75,2.12825,1.8628,2.5501,311.5119,210.0112,225.5,206,261,6.8055,6.771,9.8298,83.35,79.35,85.35,23.0078,21.8,57.5,51,41.1242,7.2282,48.6087,19.6772,29.71,96.7435,39.318,24.443,35.3991,2.0394,41.5404,12.97115,0.87155,0.9229,0.72925,0.0147,0.0803,0.0991,0.0483,0.147,0.05385,0.16935,0.1231,0.2306,0.207,0.33405,0.09615,0.1369,0.01895,0.04415,0.31185,0.0759,0.05365,0.18455,0.1302,0.1305,0.1082,0.0478,0.0491,0.09085,0.0399,0.0682,0.0558,0.0657,0.0249,0.02475,1,0,1,6.9554,14,14.9137,0,0
Subclinical,15,0.4494,50,44.9,44.9,9,43.5597,60.5411,0.1951,0.27,0,0,1,0,0,0,0,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.27,0.13,0.2,0.2,0.07,0.07,0,0.07,0,0.07,0,37.9757,36.6,0.2547,0,0,0,0,0,0,0.1423,0,0,0,0.2127,0.1659,0.1242,0.0429,1,0,0,0,1,8,5.5,10.5,1.1,0.8,1.4,311.5119,210.0112,202.9,135.5,270.3,6.8055,6.771,9.8298,125.1,111.6,138.6,23.0078,37.4577,30.8,30.2,9.2,8.6,9.8,6.3544,63.7,96.7435,6.9,6.4,35.3991,2.0394,6.5,10.6,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,15.3569,14.9137,0,0.2327
Survivor,16,0.5281,84,69,69,12.5051,52,75,0.1951,0.44,0,0,1,0,0,0.938,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,8,4,15,0.1019,0.0905,25.4143,0.224,1,0.313,0.125,0.125,0.0698,0.125,0.062,0.1027,0.125,0.159,0.688,37.9757,38.468,0.2547,0.688,0.563,0.1224,0.313,0.2247,0.34,0.1423,0.063,0.1048,0.1281,0.188,0.1659,0.1242,0.0429,0,0.5191,0.2956,0.3012,1,4.3,3.1,5.2,0.9,0.7,1.3,311.5119,210.0112,126,83,201,3,1.6,4.2,119.1249,109.3857,130.8263,23.0078,37.5,28,31,12.6,8.9,20,5.3,60.1,91,7.2,22,35.3991,0,82.3308,12.6,0.625,0.813,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.188,0.125,0.4612,0.414,0.938,0.063,0,0,0,0.6237,0.1518,0.1073,0.3691,0.2604,0.063,0.1082,0.0956,0.063,0,0.0798,0.1364,0.063,0.188,0.0498,0.0495,1,0.06,1,6.9554,16,14.9137,0,0
Survivors,131.6,0.4208,41.2,56.18842,51.08212,18.31906,45.74776,61.63288,0.18659,0.54807,0,0,1,0,0,0.67879,0.452,0.29733,6.6372,6.26364,4.51456,8.63351,6.94288,7.89979,5.68232,11.38478,0.09372,0.0905,25.4143,0.224,0.42568,0.33025,0.14301,0.11023,0.05406,0.15395,0.0627,0.07999,0.03978,0.16283,0.79221,38.02813,38.6712,0.23382,0.64673,0.41282,0.10801,0.29643,0.17738,0.34295,0.1423,0.15695,0.08492,0.15338,0.17516,0.1659,0.14864,0.0429,0.06894,0.57111,0.33194,0.32617,3.40654,5.4384,4.11552,7.18257,1.0643,0.77112,1.42504,311.5119,210.0112,191.49812,145.70254,246.16616,5.24975,5.5117,8.42586,103.87098,112.76314,137.31126,23.0078,36.88316,26.31776,30.6749,10.96788,7.26474,15.64818,5.82508,66.57632,82.07175,33.9978,24.443,25.51946,1.0587,33.32832,12.53692,0.86817,0.82135,0.49903,0.01764,0.18742,0.1982,0.05796,0.1764,0.06462,0.42051,0.21468,0.40994,0.44424,0.66876,0.18301,0.15263,0.03532,0.06681,0.43659,0.12144,0.16918,0.36087,0.24482,0.22067,0.1082,0.0816,0.07054,0.17736,0.07214,0.12597,0.07873,0.12711,0.04628,0.04933,0.99475,0.34278,0.74872,6.95986,17.75945,14.63096,0,0.06981
Symptom based,292,0.264,27,45,50.7516,12.5051,43.5597,60.5411,0.1951,0.551,0,0,1,0,0,1,0,0,6.6372,5.9596,4.2384,8.2039,5.5,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.2976,0.161,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.884,37.9757,38.468,0.2547,0.435,0.038,0.175,0.2766,0.236,0.154,0.1423,0.007,0.01,0.1281,0.065,0.068,0.038,0.0429,0.027,0.87,0.103,0,5.5109,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,15.3569,14.9137,0.17,0.2327
